date,sku,qty
2024-05-01,8805 FLOR 5 ONDAS,0
2024-06-01,8805 FLOR 5 ONDAS,0
2024-07-01,8805 FLOR 5 ONDAS,0
2024-08-01,8805 FLOR 5 ONDAS,0
2024-09-01,8805 FLOR 5 ONDAS,0
2024-10-01,8805 FLOR 5 ONDAS,0
2024-11-01,8805 FLOR 5 ONDAS,0
2024-12-01,8805 FLOR 5 ONDAS,0
2025-01-01,8805 FLOR 5 ONDAS,0
2023-01-01,8805 FLOR 6 ONDAS,1
2023-02-01,8805 FLOR 6 ONDAS,3
2023-03-01,8805 FLOR 6 ONDAS,0
2023-04-01,8805 FLOR 6 ONDAS,5
2023-05-01,8805 FLOR 6 ONDAS,4
2023-06-01,8805 FLOR 6 ONDAS,4
2023-07-01,8805 FLOR 6 ONDAS,8
2023-08-01,8805 FLOR 6 ONDAS,17
2023-09-01,8805 FLOR 6 ONDAS,7
2023-10-01,8805 FLOR 6 ONDAS,5
2023-11-01,8805 FLOR 6 ONDAS,2
2023-12-01,8805 FLOR 6 ONDAS,3
2024-01-01,8805 FLOR 6 ONDAS,6
2024-02-01,8805 FLOR 6 ONDAS,6
2024-03-01,8805 FLOR 6 ONDAS,3
2024-04-01,8805 FLOR 6 ONDAS,16
2024-05-01,8805 FLOR 6 ONDAS,5
2024-06-01,8805 FLOR 6 ONDAS,5
2024-07-01,8805 FLOR 6 ONDAS,3
2024-08-01,8805 FLOR 6 ONDAS,13
2024-09-01,8805 FLOR 6 ONDAS,5
2024-10-01,8805 FLOR 6 ONDAS,6
2024-11-01,8805 FLOR 6 ONDAS,10
2024-12-01,8805 FLOR 6 ONDAS,5
2025-01-01,8805 FLOR 6 ONDAS,0
2023-01-01,8805 FLOR BONITA,0
2023-02-01,8805 FLOR BONITA,0
2023-03-01,8805 FLOR BONITA,0
2023-04-01,8805 FLOR BONITA,0
2023-05-01,8805 FLOR BONITA,0
2023-06-01,8805 FLOR BONITA,0
2023-07-01,8805 FLOR BONITA,0
2023-08-01,8805 FLOR BONITA,0
2023-09-01,8805 FLOR BONITA,0
2023-10-01,8805 FLOR BONITA,11
2023-11-01,8805 FLOR BONITA,14
2023-12-01,8805 FLOR BONITA,11
2024-01-01,8805 FLOR BONITA,24
2024-02-01,8805 FLOR BONITA,24
2024-03-01,8805 FLOR BONITA,16
2024-04-01,8805 FLOR BONITA,28
2024-05-01,8805 FLOR BONITA,29
2024-06-01,8805 FLOR BONITA,11
2024-07-01,8805 FLOR BONITA,13
2024-08-01,8805 FLOR BONITA,11
2024-09-01,8805 FLOR BONITA,0
2024-10-01,8805 FLOR BONITA,0
2024-11-01,8805 FLOR BONITA,7
2024-12-01,8805 FLOR BONITA,10
2025-01-01,8805 FLOR BONITA,0
2023-01-01,8805 FLOR CALADA,0
2023-02-01,8805 FLOR CALADA,0
2023-03-01,8805 FLOR CALADA,0
2023-04-01,8805 FLOR CALADA,4
2023-05-01,8805 FLOR CALADA,3
2023-06-01,8805 FLOR CALADA,11
2023-07-01,8805 FLOR CALADA,5
2023-08-01,8805 FLOR CALADA,1
2023-09-01,8805 FLOR CALADA,1
2023-10-01,8805 FLOR CALADA,1
2023-11-01,8805 FLOR CALADA,0
2023-12-01,8805 FLOR CALADA,1
2024-01-01,8805 FLOR CALADA,3
2024-02-01,8805 FLOR CALADA,1
2024-03-01,8805 FLOR CALADA,1
2024-04-01,8805 FLOR CALADA,0
2024-05-01,8805 FLOR CALADA,3
2024-06-01,8805 FLOR CALADA,1
2024-07-01,8805 FLOR CALADA,0
2024-08-01,8805 FLOR CALADA,0
2024-09-01,8805 FLOR CALADA,0
2024-10-01,8805 FLOR CALADA,0
2024-11-01,8805 FLOR CALADA,0
2024-12-01,8805 FLOR CALADA,1
2025-01-01,8805 FLOR CALADA,0
2023-01-01,8805 FLOR CORTADA,9
2023-02-01,8805 FLOR CORTADA,11
2023-03-01,8805 FLOR CORTADA,15
2023-04-01,8805 FLOR CORTADA,87
2023-05-01,8805 FLOR CORTADA,29
2023-06-01,8805 FLOR CORTADA,19
2023-07-01,8805 FLOR CORTADA,18
2023-08-01,8805 FLOR CORTADA,24
2023-09-01,8805 FLOR CORTADA,21
2023-10-01,8805 FLOR CORTADA,12
2023-11-01,8805 FLOR CORTADA,15
2023-12-01,8805 FLOR CORTADA,8
2024-01-01,8805 FLOR CORTADA,21
2024-02-01,8805 FLOR CORTADA,9
2024-03-01,8805 FLOR CORTADA,4
2024-04-01,8805 FLOR CORTADA,16
2024-05-01,8805 FLOR CORTADA,22
2024-06-01,8805 FLOR CORTADA,7
2024-07-01,8805 FLOR CORTADA,18
2024-08-01,8805 FLOR CORTADA,23
2024-09-01,8805 FLOR CORTADA,10
2024-10-01,8805 FLOR CORTADA,10
2024-11-01,8805 FLOR CORTADA,7
2024-12-01,8805 FLOR CORTADA,8
2025-01-01,8805 FLOR CORTADA,0
2023-01-01,8805 FLOR ESTRELLA,1
2023-02-01,8805 FLOR ESTRELLA,14
2023-03-01,8805 FLOR ESTRELLA,6
2023-04-01,8805 FLOR ESTRELLA,9
2023-05-01,8805 FLOR ESTRELLA,22
2023-06-01,8805 FLOR ESTRELLA,23
2023-07-01,8805 FLOR ESTRELLA,16
2023-08-01,8805 FLOR ESTRELLA,20
2023-09-01,8805 FLOR ESTRELLA,13
2023-10-01,8805 FLOR ESTRELLA,5
2023-11-01,8805 FLOR ESTRELLA,5
2023-12-01,8805 FLOR ESTRELLA,5
2024-01-01,8805 FLOR ESTRELLA,25
2024-02-01,8805 FLOR ESTRELLA,20
2024-03-01,8805 FLOR ESTRELLA,11
2024-04-01,8805 FLOR ESTRELLA,13
2024-05-01,8805 FLOR ESTRELLA,14
2024-06-01,8805 FLOR ESTRELLA,4
2024-07-01,8805 FLOR ESTRELLA,10
2024-08-01,8805 FLOR ESTRELLA,8
2024-09-01,8805 FLOR ESTRELLA,5
2024-10-01,8805 FLOR ESTRELLA,15
2024-11-01,8805 FLOR ESTRELLA,8
2024-12-01,8805 FLOR ESTRELLA,6
2025-01-01,8805 FLOR ESTRELLA,0
2023-01-01,8805 GLOBO,2
2023-02-01,8805 GLOBO,5
2023-03-01,8805 GLOBO,7
2023-04-01,8805 GLOBO,2
2023-05-01,8805 GLOBO,6
2023-06-01,8805 GLOBO,9
2023-07-01,8805 GLOBO,6
2023-08-01,8805 GLOBO,6
2023-09-01,8805 GLOBO,5
2023-10-01,8805 GLOBO,2
2023-11-01,8805 GLOBO,3
2023-12-01,8805 GLOBO,11
2024-01-01,8805 GLOBO,4
2024-02-01,8805 GLOBO,6
2024-03-01,8805 GLOBO,6
2024-04-01,8805 GLOBO,9
2024-05-01,8805 GLOBO,9
2024-06-01,8805 GLOBO,1
2024-07-01,8805 GLOBO,4
2024-08-01,8805 GLOBO,7
2024-09-01,8805 GLOBO,5
2024-10-01,8805 GLOBO,5
2024-11-01,8805 GLOBO,2
2024-12-01,8805 GLOBO,3
2025-01-01,8805 GLOBO,0
2023-01-01,8805 HOJA,3
2023-02-01,8805 HOJA,3
2023-03-01,8805 HOJA,2
2023-04-01,8805 HOJA,2
2023-05-01,8805 HOJA,5
2023-06-01,8805 HOJA,13
2023-07-01,8805 HOJA,5
2023-08-01,8805 HOJA,0
2023-09-01,8805 HOJA,2
2023-10-01,8805 HOJA,4
2023-11-01,8805 HOJA,0
2023-12-01,8805 HOJA,2
2024-01-01,8805 HOJA,2
2024-02-01,8805 HOJA,0
2024-03-01,8805 HOJA,1
2024-04-01,8805 HOJA,4
2024-05-01,8805 HOJA,3
2024-06-01,8805 HOJA,0
2024-07-01,8805 HOJA,4
2024-08-01,8805 HOJA,2
2024-09-01,8805 HOJA,1
2024-10-01,8805 HOJA,3
2024-11-01,8805 HOJA,3
2024-12-01,8805 HOJA,3
2025-01-01,8805 HOJA,0
2023-01-01,8805 HOJA DE PARRA,2
2023-02-01,8805 HOJA DE PARRA,1
2023-03-01,8805 HOJA DE PARRA,1
2023-04-01,8805 HOJA DE PARRA,7
2023-05-01,8805 HOJA DE PARRA,8
2023-06-01,8805 HOJA DE PARRA,7
2023-07-01,8805 HOJA DE PARRA,2
2023-08-01,8805 HOJA DE PARRA,6
2023-09-01,8805 HOJA DE PARRA,6
2023-10-01,8805 HOJA DE PARRA,1
2023-11-01,8805 HOJA DE PARRA,2
2023-12-01,8805 HOJA DE PARRA,2
2024-01-01,8805 HOJA DE PARRA,4
2024-02-01,8805 HOJA DE PARRA,2
2024-03-01,8805 HOJA DE PARRA,0
2024-04-01,8805 HOJA DE PARRA,5
2024-05-01,8805 HOJA DE PARRA,1
2024-06-01,8805 HOJA DE PARRA,0
2024-07-01,8805 HOJA DE PARRA,3
2024-08-01,8805 HOJA DE PARRA,3
2024-09-01,8805 HOJA DE PARRA,0
2024-10-01,8805 HOJA DE PARRA,2
2024-11-01,8805 HOJA DE PARRA,1
2024-12-01,8805 HOJA DE PARRA,2
2025-01-01,8805 HOJA DE PARRA,0
2023-01-01,8805 LAZO,0
2023-02-01,8805 LAZO,0
2023-03-01,8805 LAZO,0
2023-04-01,8805 LAZO,0
2023-05-01,8805 LAZO,0
2023-06-01,8805 LAZO,0
2023-07-01,8805 LAZO,0
2023-08-01,8805 LAZO,0
2023-09-01,8805 LAZO,0
2023-10-01,8805 LAZO,0
2023-11-01,8805 LAZO,0
2023-12-01,8805 LAZO,0
2024-01-01,8805 LAZO,0
2024-02-01,8805 LAZO,0
2024-03-01,8805 LAZO,0
2024-04-01,8805 LAZO,0
2024-05-01,8805 LAZO,0
2024-06-01,8805 LAZO,0
2024-07-01,8805 LAZO,0
2024-08-01,8805 LAZO,0
2024-09-01,8805 LAZO,0
2024-10-01,8805 LAZO,0
2024-11-01,8805 LAZO,5
2024-12-01,8805 LAZO,8
2025-01-01,8805 LAZO,0
2023-01-01,8805 MANO,0
2023-02-01,8805 MANO,0
2023-03-01,8805 MANO,0
2023-04-01,8805 MANO,0
2023-05-01,8805 MANO,0
2023-06-01,8805 MANO,0
2023-07-01,8805 MANO,0
2023-08-01,8805 MANO,0
2023-09-01,8805 MANO,0
2023-10-01,8805 MANO,0
2023-11-01,8805 MANO,0
2023-12-01,8805 MANO,0
2024-01-01,8805 MANO,0
2024-02-01,8805 MANO,0
2024-03-01,8805 MANO,0
2024-04-01,8805 MANO,0
2024-05-01,8805 MANO,0
2024-06-01,8805 MANO,0
2024-07-01,8805 MANO,0
2024-08-01,8805 MANO,0
2024-09-01,8805 MANO,0
2024-10-01,8805 MANO,0
2024-11-01,8805 MANO,2
2024-12-01,8805 MANO,8
2025-01-01,8805 MANO,0
2023-01-01,8805 MANZANA,0
2023-02-01,8805 MANZANA,0
2023-03-01,8805 MANZANA,0
2023-04-01,8805 MANZANA,0
2023-05-01,8805 MANZANA,0
2023-06-01,8805 MANZANA,0
2023-07-01,8805 MANZANA,0
2023-08-01,8805 MANZANA,0
2023-09-01,8805 MANZANA,0
2023-10-01,8805 MANZANA,0
2023-11-01,8805 MANZANA,0
2023-12-01,8805 MANZANA,0
2024-01-01,8805 MANZANA,0
2024-02-01,8805 MANZANA,0
2024-03-01,8805 MANZANA,0
2024-04-01,8805 MANZANA,0
2024-05-01,8805 MANZANA,0
2024-06-01,8805 MANZANA,0
2024-07-01,8805 MANZANA,0
2024-08-01,8805 MANZANA,0
2024-09-01,8805 MANZANA,0
2024-10-01,8805 MANZANA,0
2024-11-01,8805 MANZANA,0
2024-12-01,8805 MANZANA,0
2025-01-01,8805 MANZANA,0
2023-01-01,8805 MARGARITA X8 PETALOS,9
2023-02-01,8805 MARGARITA X8 PETALOS,18
2023-03-01,8805 MARGARITA X8 PETALOS,17
2023-04-01,8805 MARGARITA X8 PETALOS,27
2023-05-01,8805 MARGARITA X8 PETALOS,37
2023-06-01,8805 MARGARITA X8 PETALOS,18
2023-07-01,8805 MARGARITA X8 PETALOS,17
2023-08-01,8805 MARGARITA X8 PETALOS,16
2023-09-01,8805 MARGARITA X8 PETALOS,11
2023-10-01,8805 MARGARITA X8 PETALOS,15
2023-11-01,8805 MARGARITA X8 PETALOS,12
2023-12-01,8805 MARGARITA X8 PETALOS,5
2024-01-01,8805 MARGARITA X8 PETALOS,10
2024-02-01,8805 MARGARITA X8 PETALOS,15
2024-03-01,8805 MARGARITA X8 PETALOS,8
2024-04-01,8805 MARGARITA X8 PETALOS,20
2024-05-01,8805 MARGARITA X8 PETALOS,24
2024-06-01,8805 MARGARITA X8 PETALOS,7
2024-07-01,8805 MARGARITA X8 PETALOS,17
2024-08-01,8805 MARGARITA X8 PETALOS,11
2024-09-01,8805 MARGARITA X8 PETALOS,21
2024-10-01,8805 MARGARITA X8 PETALOS,14
2024-11-01,8805 MARGARITA X8 PETALOS,15
2024-12-01,8805 MARGARITA X8 PETALOS,10
2025-01-01,8805 MARGARITA X8 PETALOS,0
2023-01-01,8805 MARIPOSA  D,3
2023-02-01,8805 MARIPOSA  D,5
2023-03-01,8805 MARIPOSA  D,9
2023-04-01,8805 MARIPOSA  D,13
2023-05-01,8805 MARIPOSA  D,14
2023-06-01,8805 MARIPOSA  D,26
2023-07-01,8805 MARIPOSA  D,15
2023-08-01,8805 MARIPOSA  D,13
2023-09-01,8805 MARIPOSA  D,9
2023-10-01,8805 MARIPOSA  D,4
2023-11-01,8805 MARIPOSA  D,6
2023-12-01,8805 MARIPOSA  D,4
2024-01-01,8805 MARIPOSA  D,13
2024-02-01,8805 MARIPOSA  D,18
2024-03-01,8805 MARIPOSA  D,3
2024-04-01,8805 MARIPOSA  D,10
2024-05-01,8805 MARIPOSA  D,9
2024-06-01,8805 MARIPOSA  D,8
2024-07-01,8805 MARIPOSA  D,16
2024-08-01,8805 MARIPOSA  D,8
2024-09-01,8805 MARIPOSA  D,8
2024-10-01,8805 MARIPOSA  D,3
2024-11-01,8805 MARIPOSA  D,5
2024-12-01,8805 MARIPOSA  D,5
2025-01-01,8805 MARIPOSA  D,0
2023-01-01,8805 MARIPOSA CALADA,1
2023-02-01,8805 MARIPOSA CALADA,0
2023-03-01,8805 MARIPOSA CALADA,0
2023-04-01,8805 MARIPOSA CALADA,4
2023-05-01,8805 MARIPOSA CALADA,8
2023-06-01,8805 MARIPOSA CALADA,17
2023-07-01,8805 MARIPOSA CALADA,7
2023-08-01,8805 MARIPOSA CALADA,2
2023-09-01,8805 MARIPOSA CALADA,0
2023-10-01,8805 MARIPOSA CALADA,4
2023-11-01,8805 MARIPOSA CALADA,0
2023-12-01,8805 MARIPOSA CALADA,0
2024-01-01,8805 MARIPOSA CALADA,1
2024-02-01,8805 MARIPOSA CALADA,0
2024-03-01,8805 MARIPOSA CALADA,1
2024-04-01,8805 MARIPOSA CALADA,2
2024-05-01,8805 MARIPOSA CALADA,1
2024-06-01,8805 MARIPOSA CALADA,0
2024-07-01,8805 MARIPOSA CALADA,0
2024-08-01,8805 MARIPOSA CALADA,1
2024-09-01,8805 MARIPOSA CALADA,2
2024-10-01,8805 MARIPOSA CALADA,0
2024-11-01,8805 MARIPOSA CALADA,1
2024-12-01,8805 MARIPOSA CALADA,0
2025-01-01,8805 MARIPOSA CALADA,0
2023-01-01,8805 MARIPOSA G,1
2023-02-01,8805 MARIPOSA G,0
2023-03-01,8805 MARIPOSA G,1
2023-04-01,8805 MARIPOSA G,6
2023-05-01,8805 MARIPOSA G,6
2023-06-01,8805 MARIPOSA G,5
2023-07-01,8805 MARIPOSA G,3
2023-08-01,8805 MARIPOSA G,2
2023-09-01,8805 MARIPOSA G,0
2023-10-01,8805 MARIPOSA G,1
2023-11-01,8805 MARIPOSA G,2
2023-12-01,8805 MARIPOSA G,2
2024-01-01,8805 MARIPOSA G,3
2024-02-01,8805 MARIPOSA G,4
2024-03-01,8805 MARIPOSA G,1
2024-04-01,8805 MARIPOSA G,1
2024-05-01,8805 MARIPOSA G,1
2024-06-01,8805 MARIPOSA G,2
2024-07-01,8805 MARIPOSA G,1
2024-08-01,8805 MARIPOSA G,4
2024-09-01,8805 MARIPOSA G,4
2024-10-01,8805 MARIPOSA G,5
2024-11-01,8805 MARIPOSA G,2
2024-12-01,8805 MARIPOSA G,3
2025-01-01,8805 MARIPOSA G,0
2023-01-01,8805 MICKEY,0
2023-02-01,8805 MICKEY,0
2023-03-01,8805 MICKEY,0
2023-04-01,8805 MICKEY,0
2023-05-01,8805 MICKEY,0
2023-06-01,8805 MICKEY,0
2023-07-01,8805 MICKEY,1
2023-08-01,8805 MICKEY,0
2023-09-01,8805 MICKEY,0
2023-10-01,8805 MICKEY,1
2023-11-01,8805 MICKEY,0
2023-12-01,8805 MICKEY,0
2024-01-01,8805 MICKEY,0
2024-02-01,8805 MICKEY,0
2024-03-01,8805 MICKEY,0
2024-04-01,8805 MICKEY,0
2024-05-01,8805 MICKEY,0
2024-06-01,8805 MICKEY,0
2024-07-01,8805 MICKEY,0
2024-08-01,8805 MICKEY,0
2024-09-01,8805 MICKEY,0
2024-10-01,8805 MICKEY,0
2024-11-01,8805 MICKEY,0
2024-12-01,8805 MICKEY,0
2025-01-01,8805 MICKEY,0
2023-01-01,8805 NIÑA C/GORRO,0
2023-02-01,8805 NIÑA C/GORRO,0
2023-03-01,8805 NIÑA C/GORRO,2
2023-04-01,8805 NIÑA C/GORRO,0
2023-05-01,8805 NIÑA C/GORRO,2
2023-06-01,8805 NIÑA C/GORRO,0
2023-07-01,8805 NIÑA C/GORRO,2
2023-08-01,8805 NIÑA C/GORRO,2
2023-09-01,8805 NIÑA C/GORRO,1
2023-10-01,8805 NIÑA C/GORRO,1
2023-11-01,8805 NIÑA C/GORRO,2
2023-12-01,8805 NIÑA C/GORRO,0
2024-01-01,8805 NIÑA C/GORRO,1
2024-02-01,8805 NIÑA C/GORRO,0
2024-03-01,8805 NIÑA C/GORRO,0
2024-04-01,8805 NIÑA C/GORRO,2
2024-05-01,8805 NIÑA C/GORRO,0
2024-06-01,8805 NIÑA C/GORRO,1
2024-07-01,8805 NIÑA C/GORRO,0
2024-08-01,8805 NIÑA C/GORRO,1
2024-09-01,8805 NIÑA C/GORRO,1
2024-10-01,8805 NIÑA C/GORRO,1
2024-11-01,8805 NIÑA C/GORRO,0
2024-12-01,8805 NIÑA C/GORRO,1
2025-01-01,8805 NIÑA C/GORRO,0
2023-01-01,8805 NIÑO C/GORRO,0
2023-02-01,8805 NIÑO C/GORRO,0
2023-03-01,8805 NIÑO C/GORRO,3
2023-04-01,8805 NIÑO C/GORRO,0
2023-05-01,8805 NIÑO C/GORRO,3
2023-06-01,8805 NIÑO C/GORRO,0
2023-07-01,8805 NIÑO C/GORRO,2
2023-08-01,8805 NIÑO C/GORRO,1
2023-09-01,8805 NIÑO C/GORRO,0
2023-10-01,8805 NIÑO C/GORRO,1
2023-11-01,8805 NIÑO C/GORRO,1
2023-12-01,8805 NIÑO C/GORRO,0
2024-01-01,8805 NIÑO C/GORRO,1
2024-02-01,8805 NIÑO C/GORRO,0
2024-03-01,8805 NIÑO C/GORRO,1
2024-04-01,8805 NIÑO C/GORRO,2
2024-05-01,8805 NIÑO C/GORRO,0
2024-06-01,8805 NIÑO C/GORRO,1
2024-07-01,8805 NIÑO C/GORRO,0
2024-08-01,8805 NIÑO C/GORRO,0
2024-09-01,8805 NIÑO C/GORRO,0
2024-10-01,8805 NIÑO C/GORRO,2
2024-11-01,8805 NIÑO C/GORRO,0
2024-12-01,8805 NIÑO C/GORRO,1
2025-01-01,8805 NIÑO C/GORRO,0
2023-01-01,8805 OSO,1
2023-02-01,8805 OSO,4
2023-03-01,8805 OSO,2
2023-04-01,8805 OSO,2
2023-05-01,8805 OSO,5
2023-06-01,8805 OSO,13
2023-07-01,8805 OSO,9
2023-08-01,8805 OSO,8
2023-09-01,8805 OSO,4
2023-10-01,8805 OSO,2
2023-11-01,8805 OSO,6
2023-12-01,8805 OSO,14
2024-01-01,8805 OSO,10
2024-02-01,8805 OSO,3
2024-03-01,8805 OSO,3
2024-04-01,8805 OSO,11
2024-05-01,8805 OSO,7
2024-06-01,8805 OSO,6
2024-07-01,8805 OSO,3
2024-08-01,8805 OSO,3
2024-09-01,8805 OSO,3
2024-10-01,8805 OSO,2
2024-11-01,8805 OSO,10
2024-12-01,8805 OSO,2
2025-01-01,8805 OSO,0
2023-01-01,8805 PATO,0
2023-02-01,8805 PATO,0
2023-03-01,8805 PATO,0
2023-04-01,8805 PATO,0
2023-05-01,8805 PATO,2
2023-06-01,8805 PATO,0
2023-07-01,8805 PATO,0
2023-08-01,8805 PATO,0
2023-09-01,8805 PATO,0
2023-10-01,8805 PATO,0
2023-11-01,8805 PATO,0
2023-12-01,8805 PATO,0
2024-01-01,8805 PATO,0
2024-02-01,8805 PATO,0
2024-03-01,8805 PATO,0
2024-04-01,8805 PATO,0
2024-05-01,8805 PATO,0
2024-06-01,8805 PATO,0
2024-07-01,8805 PATO,0
2024-08-01,8805 PATO,0
2024-09-01,8805 PATO,0
2024-10-01,8805 PATO,0
2024-11-01,8805 PATO,0
2024-12-01,8805 PATO,0
2025-01-01,8805 PATO,0
2023-01-01,8805 PIE,0
2023-02-01,8805 PIE,1
2023-03-01,8805 PIE,0
2023-04-01,8805 PIE,0
2023-05-01,8805 PIE,1
2023-06-01,8805 PIE,0
2023-07-01,8805 PIE,0
2023-08-01,8805 PIE,0
2023-09-01,8805 PIE,0
2023-10-01,8805 PIE,1
2023-11-01,8805 PIE,1
2023-12-01,8805 PIE,0
2024-01-01,8805 PIE,1
2024-02-01,8805 PIE,0
2024-03-01,8805 PIE,0
2024-04-01,8805 PIE,1
2024-05-01,8805 PIE,1
2024-06-01,8805 PIE,0
2024-07-01,8805 PIE,0
2024-08-01,8805 PIE,0
2024-09-01,8805 PIE,3
2024-10-01,8805 PIE,0
2024-11-01,8805 PIE,0
2024-12-01,8805 PIE,0
2025-01-01,8805 PIE,0
2023-01-01,8805 RAMITA,3
2023-02-01,8805 RAMITA,4
2023-03-01,8805 RAMITA,8
2023-04-01,8805 RAMITA,7
2023-05-01,8805 RAMITA,20
2023-06-01,8805 RAMITA,22
2023-07-01,8805 RAMITA,6
2023-08-01,8805 RAMITA,5
2023-09-01,8805 RAMITA,3
2023-10-01,8805 RAMITA,4
2023-11-01,8805 RAMITA,1
2023-12-01,8805 RAMITA,6
2024-01-01,8805 RAMITA,20
2024-02-01,8805 RAMITA,4
2024-03-01,8805 RAMITA,11
2024-04-01,8805 RAMITA,14
2024-05-01,8805 RAMITA,4
2024-06-01,8805 RAMITA,1
2024-07-01,8805 RAMITA,5
2024-08-01,8805 RAMITA,8
2024-09-01,8805 RAMITA,8
2024-10-01,8805 RAMITA,6
2024-11-01,8805 RAMITA,6
2024-12-01,8805 RAMITA,5
2025-01-01,8805 RAMITA,0
2023-01-01,8805 TREBOL,0
2023-02-01,8805 TREBOL,0
2023-03-01,8805 TREBOL,1
2023-04-01,8805 TREBOL,0
2023-05-01,8805 TREBOL,6
2023-06-01,8805 TREBOL,0
2023-07-01,8805 TREBOL,0
2023-08-01,8805 TREBOL,0
2023-09-01,8805 TREBOL,0
2023-10-01,8805 TREBOL,1
2023-11-01,8805 TREBOL,0
2023-12-01,8805 TREBOL,0
2024-01-01,8805 TREBOL,0
2024-02-01,8805 TREBOL,6
2024-03-01,8805 TREBOL,0
2024-04-01,8805 TREBOL,1
2024-05-01,8805 TREBOL,0
2024-06-01,8805 TREBOL,0
2024-07-01,8805 TREBOL,0
2024-08-01,8805 TREBOL,0
2024-09-01,8805 TREBOL,0
2024-10-01,8805 TREBOL,0
2024-11-01,8805 TREBOL,3
2024-12-01,8805 TREBOL,0
2025-01-01,8805 TREBOL,0
2023-01-01,8805 TRIANGULO,0
2023-02-01,8805 TRIANGULO,0
2023-03-01,8805 TRIANGULO,2
2023-04-01,8805 TRIANGULO,3
2023-05-01,8805 TRIANGULO,1
2023-06-01,8805 TRIANGULO,1
2023-07-01,8805 TRIANGULO,1
2023-08-01,8805 TRIANGULO,1
2023-09-01,8805 TRIANGULO,0
2023-10-01,8805 TRIANGULO,2
2023-11-01,8805 TRIANGULO,2
2023-12-01,8805 TRIANGULO,0
2024-01-01,8805 TRIANGULO,3
2024-02-01,8805 TRIANGULO,1
2024-03-01,8805 TRIANGULO,1
2024-04-01,8805 TRIANGULO,4
2024-05-01,8805 TRIANGULO,3
2024-06-01,8805 TRIANGULO,3
2024-07-01,8805 TRIANGULO,1
2024-08-01,8805 TRIANGULO,2
2024-09-01,8805 TRIANGULO,3
2024-10-01,8805 TRIANGULO,2
2024-11-01,8805 TRIANGULO,3
2024-12-01,8805 TRIANGULO,2
2025-01-01,8805 TRIANGULO,0
2023-01-01,8805 TULIPAN,2
2023-02-01,8805 TULIPAN,6
2023-03-01,8805 TULIPAN,7
2023-04-01,8805 TULIPAN,18
2023-05-01,8805 TULIPAN,26
2023-06-01,8805 TULIPAN,14
2023-07-01,8805 TULIPAN,13
2023-08-01,8805 TULIPAN,9
2023-09-01,8805 TULIPAN,9
2023-10-01,8805 TULIPAN,5
2023-11-01,8805 TULIPAN,5
2023-12-01,8805 TULIPAN,4
2024-01-01,8805 TULIPAN,11
2024-02-01,8805 TULIPAN,7
2024-03-01,8805 TULIPAN,4
2024-04-01,8805 TULIPAN,14
2024-05-01,8805 TULIPAN,9
2024-06-01,8805 TULIPAN,1
2024-07-01,8805 TULIPAN,15
2024-08-01,8805 TULIPAN,13
2024-09-01,8805 TULIPAN,5
2024-10-01,8805 TULIPAN,14
2024-11-01,8805 TULIPAN,4
2024-12-01,8805 TULIPAN,2
2025-01-01,8805 TULIPAN,0
2023-01-01,8810 2 PIES,1
2023-02-01,8810 2 PIES,2
2023-03-01,8810 2 PIES,6
2023-04-01,8810 2 PIES,4
2023-05-01,8810 2 PIES,4
2023-06-01,8810 2 PIES,3
2023-07-01,8810 2 PIES,10
2023-08-01,8810 2 PIES,4
2023-09-01,8810 2 PIES,8
2023-10-01,8810 2 PIES,4
2023-11-01,8810 2 PIES,4
2023-12-01,8810 2 PIES,1
2024-01-01,8810 2 PIES,2
2024-02-01,8810 2 PIES,11
2024-03-01,8810 2 PIES,4
2024-04-01,8810 2 PIES,0
2024-05-01,8810 2 PIES,3
2024-06-01,8810 2 PIES,9
2024-07-01,8810 2 PIES,3
2024-08-01,8810 2 PIES,7
2024-09-01,8810 2 PIES,4
2024-10-01,8810 2 PIES,1
2024-11-01,8810 2 PIES,2
2024-12-01,8810 2 PIES,2
2025-01-01,8810 2 PIES,0
2023-01-01,8810 ANGEL,0
2023-02-01,8810 ANGEL,0
2023-03-01,8810 ANGEL,0
2023-04-01,8810 ANGEL,0
2023-05-01,8810 ANGEL,0
2023-06-01,8810 ANGEL,0
2023-07-01,8810 ANGEL,0
2023-08-01,8810 ANGEL,0
2023-09-01,8810 ANGEL,0
2023-10-01,8810 ANGEL,30
2023-11-01,8810 ANGEL,35
2023-12-01,8810 ANGEL,11
2024-01-01,8810 ANGEL,6
2024-02-01,8810 ANGEL,14
2024-03-01,8810 ANGEL,0
2024-04-01,8810 ANGEL,0
2024-05-01,8810 ANGEL,0
2024-06-01,8810 ANGEL,1
2024-07-01,8810 ANGEL,8
2024-08-01,8810 ANGEL,16
2024-09-01,8810 ANGEL,24
2024-10-01,8810 ANGEL,10
2024-11-01,8810 ANGEL,32
2024-12-01,8810 ANGEL,14
2025-01-01,8810 ANGEL,0
2023-01-01,8810 ARBOL CON ESTRELLA,1
2023-02-01,8810 ARBOL CON ESTRELLA,0
2023-03-01,8810 ARBOL CON ESTRELLA,1
2023-04-01,8810 ARBOL CON ESTRELLA,0
2023-05-01,8810 ARBOL CON ESTRELLA,2
2023-06-01,8810 ARBOL CON ESTRELLA,9
2023-07-01,8810 ARBOL CON ESTRELLA,14
2023-08-01,8810 ARBOL CON ESTRELLA,9
